,AD_MAG_1,AD_MAG_2,Similarity
40729,11A_II_BM_out.54.fa,9A_II_BM_out.4.fa,98.6669
40728,11A_II_BM_out.54.fa,AD132III_FD_BM_out.102.fa,98.9859
40731,11A_II_BM_out.54.fa,AD138III_FD_BM_out.28.fa,98.2768
40730,11A_II_BM_out.54.fa,AD148III_FD_BM_out.121.fa,98.3204
40548,11A_II_BM_out.57.fa,13A_III_BM_out.77.fa,99.5121
40552,11A_II_BM_out.57.fa,17A_III_BM_out.210.fa,99.2204
40550,11A_II_BM_out.57.fa,AD118III_FD_BM_out.38.fa,99.4779
40549,11A_II_BM_out.57.fa,AD121II_FD_BM_out.60.fa,99.4885
40553,11A_II_BM_out.57.fa,AD132III_FD_BM_out.79.fa,99.2043
40551,11A_II_BM_out.57.fa,AD138III_FD_BM_out.19.fa,99.3251
42316,11A_II_BM_out.58.fa,13A_III_BM_out.110.fa,99.2182
42309,11A_II_BM_out.58.fa,15A_II_BM_out.151.fa,99.3646
42320,11A_II_BM_out.58.fa,17A_III_BM_out.292.fa,99.1227
42306,11A_II_BM_out.58.fa,2AD43II_FD_BM_out.60.fa,99.5268
42313,11A_II_BM_out.58.fa,2AD57I_FD_BM_out.20.fa,99.3228
42308,11A_II_BM_out.58.fa,2AD61I_FD_BM_out.76.fa,99.4406
42311,11A_II_BM_out.58.fa,6A_II_BM_out.94.fa,99.3355
42319,11A_II_BM_out.58.fa,7A_III_BM_out.96.fa,99.1582
42314,11A_II_BM_out.58.fa,8A_II_BM_out.186.fa,99.2794
42312,11A_II_BM_out.58.fa,9A_II_BM_out.128.fa,99.3261
42315,11A_II_BM_out.58.fa,AD118III_FD_BM_out.45.fa,99.2648
42305,11A_II_BM_out.58.fa,AD121II_FD_BM_out.26.fa,99.5658
42310,11A_II_BM_out.58.fa,AD126III_FD_BM_out.108.fa,99.3482
42307,11A_II_BM_out.58.fa,AD128I_FD_BM_out.12.fa,99.4853
42321,11A_II_BM_out.58.fa,AD132III_FD_BM_out.72.fa,99.1122
42318,11A_II_BM_out.58.fa,AD148III_FD_BM_out.45.fa,99.1637
42317,11A_II_BM_out.58.fa,AD152III_FD_BM_out.63.fa,99.2161
41301,11A_II_BM_out.6.fa,6A_II_BM_out.101.fa,98.5065
41302,11A_II_BM_out.6.fa,AD138III_FD_BM_out.88.fa,98.3113
42160,11A_II_BM_out.60.fa,13A_III_BM_out.21.fa,99.9364
42162,11A_II_BM_out.60.fa,15A_II_BM_out.216.fa,99.9045
42168,11A_II_BM_out.60.fa,17A_III_BM_out.22.fa,99.7062
42164,11A_II_BM_out.60.fa,2AD43II_FD_BM_out.55.fa,99.8642
42175,11A_II_BM_out.60.fa,2AD48II_FD_BM_out.43.fa,98.8951
42174,11A_II_BM_out.60.fa,2AD61I_FD_BM_out.28.fa,99.1507
42161,11A_II_BM_out.60.fa,6A_II_BM_out.12.fa,99.9103
42169,11A_II_BM_out.60.fa,7A_III_BM_out.211.fa,99.6231
42163,11A_II_BM_out.60.fa,8A_II_BM_out.184.fa,99.8778
42170,11A_II_BM_out.60.fa,9A_II_BM_out.10.fa,99.6142
42167,11A_II_BM_out.60.fa,AD118III_FD_BM_out.71.fa,99.7696
42165,11A_II_BM_out.60.fa,AD126III_FD_BM_out.105.fa,99.8572
42173,11A_II_BM_out.60.fa,AD128I_FD_BM_out.15.fa,99.2499
42166,11A_II_BM_out.60.fa,AD132III_FD_BM_out.120.fa,99.8371
42172,11A_II_BM_out.60.fa,AD138III_FD_BM_out.25.fa,99.562
42171,11A_II_BM_out.60.fa,AD148III_FD_BM_out.119.fa,99.5798
42159,11A_II_BM_out.60.fa,AD152III_FD_BM_out.90.fa,99.9435
42134,11A_II_BM_out.61.fa,13A_III_BM_out.201.fa,99.8046
42131,11A_II_BM_out.61.fa,6A_II_BM_out.161.fa,99.8857
42130,11A_II_BM_out.61.fa,7A_III_BM_out.43.fa,99.9109
42133,11A_II_BM_out.61.fa,8A_II_BM_out.68.fa,99.8348
42132,11A_II_BM_out.61.fa,9A_II_BM_out.209.fa,99.8443
41890,11A_II_BM_out.62.fa,13A_III_BM_out.63.fa,99.9894
41893,11A_II_BM_out.62.fa,15A_II_BM_out.19.fa,99.9874
41892,11A_II_BM_out.62.fa,17A_III_BM_out.160.fa,99.988
41895,11A_II_BM_out.62.fa,2AD43II_FD_BM_out.2.fa,99.9731
41903,11A_II_BM_out.62.fa,2AD48II_FD_BM_out.52.fa,99.4863
41886,11A_II_BM_out.62.fa,2AD57I_FD_BM_out.78.fa,99.9959
41899,11A_II_BM_out.62.fa,2AD61I_FD_BM_out.88.fa,99.9582
41896,11A_II_BM_out.62.fa,6A_II_BM_out.83.fa,99.9708
41891,11A_II_BM_out.62.fa,7A_III_BM_out.196.fa,99.9883
41897,11A_II_BM_out.62.fa,8A_II_BM_out.149.fa,99.9672
41900,11A_II_BM_out.62.fa,9A_II_BM_out.100.fa,99.9457
41885,11A_II_BM_out.62.fa,AD118III_FD_BM_out.156.fa,99.9973
41904,11A_II_BM_out.62.fa,AD121II_FD_BM_out.38.fa,99.3446
41888,11A_II_BM_out.62.fa,AD126III_FD_BM_out.31.fa,99.9943
41901,11A_II_BM_out.62.fa,AD128I_FD_BM_out.7.fa,99.9286
41887,11A_II_BM_out.62.fa,AD132III_FD_BM_out.53.fa,99.995
41902,11A_II_BM_out.62.fa,AD138III_FD_BM_out.78.fa,99.7399
41889,11A_II_BM_out.62.fa,AD143II_FD_BM_out.7.fa,99.9942
41898,11A_II_BM_out.62.fa,AD148III_FD_BM_out.1.fa,99.9652
41894,11A_II_BM_out.62.fa,AD152III_FD_BM_out.65.fa,99.9733
42784,11A_II_BM_out.65.fa,13A_III_BM_out.172.fa,97.5239
42783,11A_II_BM_out.65.fa,15A_II_BM_out.21.fa,97.9302
42780,11A_II_BM_out.65.fa,17A_III_BM_out.237.fa,98.8924
42781,11A_II_BM_out.65.fa,6A_II_BM_out.112.fa,98.778
42782,11A_II_BM_out.65.fa,7A_III_BM_out.59.fa,98.6512
43098,11A_II_BM_out.66.fa,13A_III_BM_out.109.fa,99.8624
43108,11A_II_BM_out.66.fa,2AD43II_FD_BM_out.40.fa,96.7117
43107,11A_II_BM_out.66.fa,2AD48II_FD_BM_out.89.fa,98.5447
43104,11A_II_BM_out.66.fa,2AD52I_FD_BM_out.28.fa,99.0834
43105,11A_II_BM_out.66.fa,2AD61I_FD_BM_out.29.fa,98.9287
43103,11A_II_BM_out.66.fa,6A_II_BM_out.213.fa,99.3516
43100,11A_II_BM_out.66.fa,7A_III_BM_out.174.fa,99.7131
43101,11A_II_BM_out.66.fa,8A_II_BM_out.204.fa,99.63
43099,11A_II_BM_out.66.fa,9A_II_BM_out.224.fa,99.7713
43109,11A_II_BM_out.66.fa,AD121II_FD_BM_out.39.fa,96.3932
43106,11A_II_BM_out.66.fa,AD128I_FD_BM_out.25.fa,98.8465
43102,11A_II_BM_out.66.fa,AD132III_FD_BM_out.39.fa,99.4201
42864,11A_II_BM_out.67.fa,13A_III_BM_out.127.fa,99.401
42870,11A_II_BM_out.67.fa,15A_II_BM_out.185.fa,99.1853
42872,11A_II_BM_out.67.fa,2AD57I_FD_BM_out.44.fa,98.7074
42868,11A_II_BM_out.67.fa,6A_II_BM_out.137.fa,99.2929
42867,11A_II_BM_out.67.fa,7A_III_BM_out.104.fa,99.3061
42865,11A_II_BM_out.67.fa,9A_II_BM_out.88.fa,99.3565
42873,11A_II_BM_out.67.fa,AD118III_FD_BM_out.62.fa,98.5648
42874,11A_II_BM_out.67.fa,AD121II_FD_BM_out.53.fa,98.5605
42871,11A_II_BM_out.67.fa,AD126III_FD_BM_out.52.fa,98.9892
42875,11A_II_BM_out.67.fa,AD128I_FD_BM_out.5.fa,98.4641
42866,11A_II_BM_out.67.fa,AD132III_FD_BM_out.73.fa,99.3222
42869,11A_II_BM_out.67.fa,AD138III_FD_BM_out.21.fa,99.2574
41091,11A_II_BM_out.69.fa,13A_III_BM_out.159.fa,99.749
41093,11A_II_BM_out.69.fa,15A_II_BM_out.70.fa,99.6951
41090,11A_II_BM_out.69.fa,17A_III_BM_out.97.fa,99.7748
41089,11A_II_BM_out.69.fa,6A_II_BM_out.92.fa,99.7847
41094,11A_II_BM_out.69.fa,7A_III_BM_out.115.fa,99.6395
41092,11A_II_BM_out.69.fa,8A_II_BM_out.200.fa,99.7478
41095,11A_II_BM_out.69.fa,9A_II_BM_out.186.fa,99.5497
41096,11A_II_BM_out.69.fa,AD118III_FD_BM_out.94.fa,99.5001
41097,11A_II_BM_out.69.fa,AD152III_FD_BM_out.89.fa,99.4124
41262,11A_II_BM_out.7.fa,13A_III_BM_out.196.fa,99.9972
41259,11A_II_BM_out.7.fa,15A_II_BM_out.163.fa,99.9987
41260,11A_II_BM_out.7.fa,17A_III_BM_out.58.fa,99.9979
41261,11A_II_BM_out.7.fa,2AD43II_FD_BM_out.46.fa,99.9973
41268,11A_II_BM_out.7.fa,2AD48II_FD_BM_out.94.fa,99.9827
41270,11A_II_BM_out.7.fa,2AD52I_FD_BM_out.9.fa,99.9188
41273,11A_II_BM_out.7.fa,2AD57I_FD_BM_out.89.fa,99.7029
41274,11A_II_BM_out.7.fa,2AD61I_FD_BM_out.42.fa,99.4201
41265,11A_II_BM_out.7.fa,6A_II_BM_out.220.fa,99.9945
41263,11A_II_BM_out.7.fa,7A_III_BM_out.8.fa,99.9968
41267,11A_II_BM_out.7.fa,8A_II_BM_out.178.fa,99.9915
41264,11A_II_BM_out.7.fa,9A_II_BM_out.20.fa,99.9953
41275,11A_II_BM_out.7.fa,AD121II_FD_BM_out.2.fa,99.2346
41271,11A_II_BM_out.7.fa,AD128I_FD_BM_out.26.fa,99.9135
41272,11A_II_BM_out.7.fa,AD143II_FD_BM_out.97.fa,99.8139
41269,11A_II_BM_out.7.fa,AD148III_FD_BM_out.48.fa,99.9674
41266,11A_II_BM_out.7.fa,AD152III_FD_BM_out.95.fa,99.9916
42928,11A_II_BM_out.70.fa,13A_III_BM_out.136.fa,99.2395
42930,11A_II_BM_out.70.fa,15A_II_BM_out.188.fa,99.1329
42924,11A_II_BM_out.70.fa,17A_III_BM_out.291.fa,99.3256
42931,11A_II_BM_out.70.fa,2AD43II_FD_BM_out.98.fa,98.7292
42932,11A_II_BM_out.70.fa,2AD48II_FD_BM_out.57.fa,98.4716
42925,11A_II_BM_out.70.fa,2AD57I_FD_BM_out.23.fa,99.304
42929,11A_II_BM_out.70.fa,6A_II_BM_out.199.fa,99.1869
42934,11A_II_BM_out.70.fa,7A_III_BM_out.130.fa,98.2822
42933,11A_II_BM_out.70.fa,8A_II_BM_out.130.fa,98.2867
42923,11A_II_BM_out.70.fa,AD126III_FD_BM_out.74.fa,99.3782
42927,11A_II_BM_out.70.fa,AD132III_FD_BM_out.75.fa,99.2517
42926,11A_II_BM_out.70.fa,AD138III_FD_BM_out.34.fa,99.2826
42999,11A_II_BM_out.71.fa,13A_III_BM_out.231.fa,98.8113
43002,11A_II_BM_out.71.fa,15A_II_BM_out.20.fa,98.416
43000,11A_II_BM_out.71.fa,17A_III_BM_out.143.fa,98.4893
43003,11A_II_BM_out.71.fa,6A_II_BM_out.184.fa,98.1
43001,11A_II_BM_out.71.fa,8A_II_BM_out.40.fa,98.4555
42569,11A_II_BM_out.73.fa,13A_III_BM_out.227.fa,99.6069
42567,11A_II_BM_out.73.fa,17A_III_BM_out.109.fa,99.6745
42582,11A_II_BM_out.73.fa,2AD43II_FD_BM_out.22.fa,99.1441
42581,11A_II_BM_out.73.fa,2AD48II_FD_BM_out.60.fa,99.1784
42577,11A_II_BM_out.73.fa,2AD57I_FD_BM_out.38.fa,99.3223
42583,11A_II_BM_out.73.fa,2AD61I_FD_BM_out.10.fa,98.992
42574,11A_II_BM_out.73.fa,6A_II_BM_out.56.fa,99.4365
42571,11A_II_BM_out.73.fa,7A_III_BM_out.49.fa,99.4747
42568,11A_II_BM_out.73.fa,8A_II_BM_out.26.fa,99.6374
42576,11A_II_BM_out.73.fa,9A_II_BM_out.183.fa,99.4232
42580,11A_II_BM_out.73.fa,AD118III_FD_BM_out.145.fa,99.1956
42578,11A_II_BM_out.73.fa,AD126III_FD_BM_out.85.fa,99.2941
42584,11A_II_BM_out.73.fa,AD128I_FD_BM_out.28.fa,97.8598
42572,11A_II_BM_out.73.fa,AD132III_FD_BM_out.82.fa,99.4738
42579,11A_II_BM_out.73.fa,AD138III_FD_BM_out.95.fa,99.2198
42570,11A_II_BM_out.73.fa,AD143II_FD_BM_out.25.fa,99.5201
42573,11A_II_BM_out.73.fa,AD148III_FD_BM_out.114.fa,99.4665
42575,11A_II_BM_out.73.fa,AD152III_FD_BM_out.69.fa,99.4265
42029,11A_II_BM_out.74.fa,13A_III_BM_out.163.fa,98.0784
42028,11A_II_BM_out.74.fa,15A_II_BM_out.122.fa,98.0784
42025,11A_II_BM_out.74.fa,17A_III_BM_out.82.fa,98.4085
42016,11A_II_BM_out.74.fa,2AD43II_FD_BM_out.95.fa,98.9468
42023,11A_II_BM_out.74.fa,2AD48II_FD_BM_out.66.fa,98.491
42022,11A_II_BM_out.74.fa,2AD52I_FD_BM_out.55.fa,98.4968
42024,11A_II_BM_out.74.fa,2AD57I_FD_BM_out.95.fa,98.4593
42015,11A_II_BM_out.74.fa,2AD61I_FD_BM_out.54.fa,98.9509
42031,11A_II_BM_out.74.fa,6A_II_BM_out.212.fa,98.0261
42026,11A_II_BM_out.74.fa,7A_III_BM_out.237.fa,98.2918
42030,11A_II_BM_out.74.fa,8A_II_BM_out.16.fa,98.053
42032,11A_II_BM_out.74.fa,9A_II_BM_out.46.fa,97.9684
42027,11A_II_BM_out.74.fa,AD118III_FD_BM_out.123.fa,98.1296
42021,11A_II_BM_out.74.fa,AD121II_FD_BM_out.1.fa,98.5184
42014,11A_II_BM_out.74.fa,AD126III_FD_BM_out.37.fa,98.952
42013,11A_II_BM_out.74.fa,AD128I_FD_BM_out.3.fa,99.0028
42017,11A_II_BM_out.74.fa,AD132III_FD_BM_out.13.fa,98.9202
42019,11A_II_BM_out.74.fa,AD138III_FD_BM_out.1.fa,98.8161
42018,11A_II_BM_out.74.fa,AD143II_FD_BM_out.3.fa,98.9101
42020,11A_II_BM_out.74.fa,AD148III_FD_BM_out.66.fa,98.6344
42074,11A_II_BM_out.76.fa,13A_III_BM_out.134.fa,99.428
42086,11A_II_BM_out.76.fa,15A_II_BM_out.93.fa,99.2767
42085,11A_II_BM_out.76.fa,17A_III_BM_out.155.fa,99.286
42073,11A_II_BM_out.76.fa,2AD43II_FD_BM_out.49.fa,99.4448
42067,11A_II_BM_out.76.fa,2AD48II_FD_BM_out.9.fa,99.5452
42069,11A_II_BM_out.76.fa,2AD52I_FD_BM_out.30.fa,99.4774
42079,11A_II_BM_out.76.fa,2AD57I_FD_BM_out.69.fa,99.3757
42070,11A_II_BM_out.76.fa,2AD61I_FD_BM_out.108.fa,99.4772
42084,11A_II_BM_out.76.fa,6A_II_BM_out.218.fa,99.2962
42082,11A_II_BM_out.76.fa,7A_III_BM_out.187.fa,99.3227
42075,11A_II_BM_out.76.fa,8A_II_BM_out.81.fa,99.4175
42080,11A_II_BM_out.76.fa,9A_II_BM_out.66.fa,99.359
42081,11A_II_BM_out.76.fa,AD118III_FD_BM_out.76.fa,99.3549
42077,11A_II_BM_out.76.fa,AD121II_FD_BM_out.32.fa,99.4104
42076,11A_II_BM_out.76.fa,AD126III_FD_BM_out.99.fa,99.417
42068,11A_II_BM_out.76.fa,AD128I_FD_BM_out.71.fa,99.5452
42072,11A_II_BM_out.76.fa,AD132III_FD_BM_out.98.fa,99.469
42071,11A_II_BM_out.76.fa,AD138III_FD_BM_out.47.fa,99.4712
42083,11A_II_BM_out.76.fa,AD143II_FD_BM_out.91.fa,99.32
42078,11A_II_BM_out.76.fa,AD148III_FD_BM_out.98.fa,99.4
42066,11A_II_BM_out.76.fa,AD152III_FD_BM_out.111.fa,99.5764
42967,11A_II_BM_out.8.fa,13A_III_BM_out.187.fa,99.5632
42969,11A_II_BM_out.8.fa,15A_II_BM_out.51.fa,99.3421
42968,11A_II_BM_out.8.fa,17A_III_BM_out.102.fa,99.3958
42972,11A_II_BM_out.8.fa,2AD43II_FD_BM_out.45.fa,98.2047
42970,11A_II_BM_out.8.fa,2AD48II_FD_BM_out.27.fa,98.6878
42965,11A_II_BM_out.8.fa,6A_II_BM_out.196.fa,99.5917
42963,11A_II_BM_out.8.fa,7A_III_BM_out.176.fa,99.7385
42964,11A_II_BM_out.8.fa,8A_II_BM_out.168.fa,99.6193
42966,11A_II_BM_out.8.fa,9A_II_BM_out.208.fa,99.5888
42973,11A_II_BM_out.8.fa,AD143II_FD_BM_out.21.fa,98.1601
42971,11A_II_BM_out.8.fa,AD148III_FD_BM_out.84.fa,98.315
42359,11A_II_BM_out.80.fa,13A_III_BM_out.223.fa,99.1182
42345,11A_II_BM_out.80.fa,15A_II_BM_out.127.fa,99.4316
42352,11A_II_BM_out.80.fa,17A_III_BM_out.95.fa,99.3308
42351,11A_II_BM_out.80.fa,2AD43II_FD_BM_out.85.fa,99.3565
42348,11A_II_BM_out.80.fa,2AD48II_FD_BM_out.30.fa,99.372
42347,11A_II_BM_out.80.fa,2AD57I_FD_BM_out.75.fa,99.3967
42342,11A_II_BM_out.80.fa,2AD61I_FD_BM_out.64.fa,99.5045
42353,11A_II_BM_out.80.fa,6A_II_BM_out.50.fa,99.3291
42357,11A_II_BM_out.80.fa,7A_III_BM_out.158.fa,99.164
42350,11A_II_BM_out.80.fa,8A_II_BM_out.223.fa,99.3631
42354,11A_II_BM_out.80.fa,9A_II_BM_out.54.fa,99.2983
42360,11A_II_BM_out.80.fa,AD118III_FD_BM_out.133.fa,98.6916
42358,11A_II_BM_out.80.fa,AD121II_FD_BM_out.45.fa,99.1617
42343,11A_II_BM_out.80.fa,AD126III_FD_BM_out.40.fa,99.4995
42349,11A_II_BM_out.80.fa,AD128I_FD_BM_out.39.fa,99.3717
42356,11A_II_BM_out.80.fa,AD132III_FD_BM_out.52.fa,99.2144
42355,11A_II_BM_out.80.fa,AD143II_FD_BM_out.51.fa,99.2385
42346,11A_II_BM_out.80.fa,AD148III_FD_BM_out.54.fa,99.4096
42344,11A_II_BM_out.80.fa,AD152III_FD_BM_out.1.fa,99.4689
41837,11A_II_BM_out.82.fa,13A_III_BM_out.78.fa,98.656
41838,11A_II_BM_out.82.fa,15A_II_BM_out.141.fa,98.601
41836,11A_II_BM_out.82.fa,17A_III_BM_out.137.fa,98.8139
41844,11A_II_BM_out.82.fa,2AD48II_FD_BM_out.49.fa,97.5221
41842,11A_II_BM_out.82.fa,2AD57I_FD_BM_out.79.fa,97.8276
41841,11A_II_BM_out.82.fa,6A_II_BM_out.3.fa,97.9323
41843,11A_II_BM_out.82.fa,7A_III_BM_out.124.fa,97.5562
41840,11A_II_BM_out.82.fa,9A_II_BM_out.8.fa,98.0076
41839,11A_II_BM_out.82.fa,AD118III_FD_BM_out.138.fa,98.5811
41845,11A_II_BM_out.82.fa,AD121II_FD_BM_out.31.fa,97.4061
41846,11A_II_BM_out.82.fa,AD128I_FD_BM_out.14.fa,97.3325
41987,11A_II_BM_out.83.fa,13A_III_BM_out.138.fa,99.3942
41990,11A_II_BM_out.83.fa,15A_II_BM_out.101.fa,99.3722
41978,11A_II_BM_out.83.fa,17A_III_BM_out.128.fa,99.6537
41975,11A_II_BM_out.83.fa,2AD43II_FD_BM_out.36.fa,99.6654
41982,11A_II_BM_out.83.fa,2AD48II_FD_BM_out.92.fa,99.512
41980,11A_II_BM_out.83.fa,2AD57I_FD_BM_out.39.fa,99.5965
41986,11A_II_BM_out.83.fa,2AD61I_FD_BM_out.101.fa,99.4077
41989,11A_II_BM_out.83.fa,6A_II_BM_out.188.fa,99.3727
41988,11A_II_BM_out.83.fa,7A_III_BM_out.142.fa,99.3844
41985,11A_II_BM_out.83.fa,8A_II_BM_out.85.fa,99.4453
41991,11A_II_BM_out.83.fa,9A_II_BM_out.202.fa,99.3576
41973,11A_II_BM_out.83.fa,AD118III_FD_BM_out.109.fa,99.7302
41976,11A_II_BM_out.83.fa,AD121II_FD_BM_out.66.fa,99.6633
41983,11A_II_BM_out.83.fa,AD126III_FD_BM_out.33.fa,99.5082
41984,11A_II_BM_out.83.fa,AD128I_FD_BM_out.65.fa,99.4666
41974,11A_II_BM_out.83.fa,AD132III_FD_BM_out.111.fa,99.6965
41972,11A_II_BM_out.83.fa,AD138III_FD_BM_out.7.fa,99.8666
41981,11A_II_BM_out.83.fa,AD143II_FD_BM_out.73.fa,99.5437
41977,11A_II_BM_out.83.fa,AD148III_FD_BM_out.108.fa,99.6567
41979,11A_II_BM_out.83.fa,AD152III_FD_BM_out.78.fa,99.6508
42657,11A_II_BM_out.84.fa,13A_III_BM_out.2.fa,97.7736
42653,11A_II_BM_out.84.fa,17A_III_BM_out.105.fa,98.9064
42651,11A_II_BM_out.84.fa,2AD52I_FD_BM_out.14.fa,99.4702
42654,11A_II_BM_out.84.fa,6A_II_BM_out.118.fa,98.4959
42655,11A_II_BM_out.84.fa,7A_III_BM_out.114.fa,98.3779
42652,11A_II_BM_out.84.fa,AD132III_FD_BM_out.95.fa,98.9278
42656,11A_II_BM_out.84.fa,AD152III_FD_BM_out.23.fa,97.9016
41306,11A_II_BM_out.88.fa,13A_III_BM_out.34.fa,99.7335
41304,11A_II_BM_out.88.fa,15A_II_BM_out.146.fa,99.7655
41307,11A_II_BM_out.88.fa,17A_III_BM_out.63.fa,99.7285
41316,11A_II_BM_out.88.fa,2AD43II_FD_BM_out.19.fa,99.4148
41313,11A_II_BM_out.88.fa,2AD48II_FD_BM_out.14.fa,99.6533
41320,11A_II_BM_out.88.fa,2AD61I_FD_BM_out.65.fa,98.9666
41308,11A_II_BM_out.88.fa,6A_II_BM_out.70.fa,99.7055
41312,11A_II_BM_out.88.fa,7A_III_BM_out.141.fa,99.6742
41314,11A_II_BM_out.88.fa,8A_II_BM_out.77.fa,99.6279
41310,11A_II_BM_out.88.fa,9A_II_BM_out.129.fa,99.6842
41318,11A_II_BM_out.88.fa,AD118III_FD_BM_out.51.fa,99.2228
41317,11A_II_BM_out.88.fa,AD126III_FD_BM_out.71.fa,99.4144
41319,11A_II_BM_out.88.fa,AD128I_FD_BM_out.73.fa,99.1567
41305,11A_II_BM_out.88.fa,AD132III_FD_BM_out.96.fa,99.7545
41311,11A_II_BM_out.88.fa,AD143II_FD_BM_out.9.fa,99.6763
41315,11A_II_BM_out.88.fa,AD148III_FD_BM_out.80.fa,99.4852
41309,11A_II_BM_out.88.fa,AD152III_FD_BM_out.9.fa,99.7017
43157,11A_II_BM_out.91.fa,13A_III_BM_out.214.fa,99.9006
43158,11A_II_BM_out.91.fa,17A_III_BM_out.191.fa,99.6065
42786,11A_II_BM_out.92.fa,13A_III_BM_out.192.fa,99.7669
42788,11A_II_BM_out.92.fa,15A_II_BM_out.103.fa,99.7347
42787,11A_II_BM_out.92.fa,17A_III_BM_out.4.fa,99.7666
42792,11A_II_BM_out.92.fa,6A_II_BM_out.207.fa,98.9492
42793,11A_II_BM_out.92.fa,7A_III_BM_out.93.fa,98.4593
42791,11A_II_BM_out.92.fa,8A_II_BM_out.170.fa,99.2779
42790,11A_II_BM_out.92.fa,9A_II_BM_out.81.fa,99.3076
42789,11A_II_BM_out.92.fa,AD118III_FD_BM_out.58.fa,99.4166
42461,11A_II_BM_out.93.fa,13A_III_BM_out.47.fa,99.855
42457,11A_II_BM_out.93.fa,15A_II_BM_out.144.fa,99.9055
42462,11A_II_BM_out.93.fa,17A_III_BM_out.283.fa,99.8271
42455,11A_II_BM_out.93.fa,6A_II_BM_out.144.fa,99.9114
42459,11A_II_BM_out.93.fa,7A_III_BM_out.36.fa,99.8955
42460,11A_II_BM_out.93.fa,8A_II_BM_out.120.fa,99.8946
42456,11A_II_BM_out.93.fa,9A_II_BM_out.78.fa,99.9061
42463,11A_II_BM_out.93.fa,AD143II_FD_BM_out.35.fa,99.0374
42458,11A_II_BM_out.93.fa,AD152III_FD_BM_out.118.fa,99.9008
40599,11A_II_BM_out.98.fa,13A_III_BM_out.189.fa,99.7693
40597,11A_II_BM_out.98.fa,15A_II_BM_out.234.fa,99.8207
40594,11A_II_BM_out.98.fa,17A_III_BM_out.276.fa,99.8527
40587,11A_II_BM_out.98.fa,2AD43II_FD_BM_out.10.fa,99.8934
40586,11A_II_BM_out.98.fa,2AD48II_FD_BM_out.28.fa,99.8979
40588,11A_II_BM_out.98.fa,2AD57I_FD_BM_out.107.fa,99.887
40591,11A_II_BM_out.98.fa,2AD61I_FD_BM_out.82.fa,99.8663
40595,11A_II_BM_out.98.fa,6A_II_BM_out.27.fa,99.8383
40596,11A_II_BM_out.98.fa,7A_III_BM_out.177.fa,99.8373
40590,11A_II_BM_out.98.fa,8A_II_BM_out.1.fa,99.8737
40592,11A_II_BM_out.98.fa,9A_II_BM_out.205.fa,99.8637
40584,11A_II_BM_out.98.fa,AD118III_FD_BM_out.22.fa,99.9092
40598,11A_II_BM_out.98.fa,AD126III_FD_BM_out.13.fa,99.8198
40601,11A_II_BM_out.98.fa,AD128I_FD_BM_out.95.fa,99.7461
40593,11A_II_BM_out.98.fa,AD132III_FD_BM_out.43.fa,99.8531
40600,11A_II_BM_out.98.fa,AD138III_FD_BM_out.36.fa,99.7528
40589,11A_II_BM_out.98.fa,AD143II_FD_BM_out.44.fa,99.8865
40585,11A_II_BM_out.98.fa,AD148III_FD_BM_out.19.fa,99.9018
40641,11A_II_BM_out.99.fa,13A_III_BM_out.210.fa,99.993
40643,11A_II_BM_out.99.fa,15A_II_BM_out.200.fa,99.9862
40640,11A_II_BM_out.99.fa,17A_III_BM_out.218.fa,99.9939
40647,11A_II_BM_out.99.fa,2AD43II_FD_BM_out.79.fa,99.979
40651,11A_II_BM_out.99.fa,2AD57I_FD_BM_out.53.fa,99.4556
40650,11A_II_BM_out.99.fa,2AD61I_FD_BM_out.41.fa,99.6186
40642,11A_II_BM_out.99.fa,6A_II_BM_out.19.fa,99.9883
40644,11A_II_BM_out.99.fa,7A_III_BM_out.154.fa,99.9841
40646,11A_II_BM_out.99.fa,8A_II_BM_out.180.fa,99.9827
40645,11A_II_BM_out.99.fa,9A_II_BM_out.140.fa,99.9839
40653,11A_II_BM_out.99.fa,AD121II_FD_BM_out.59.fa,99.0117
40649,11A_II_BM_out.99.fa,AD126III_FD_BM_out.48.fa,99.8134
40652,11A_II_BM_out.99.fa,AD132III_FD_BM_out.71.fa,99.0492
40648,11A_II_BM_out.99.fa,AD152III_FD_BM_out.133.fa,99.8966
7942,13A_III_BM_out.10.fa,15A_II_BM_out.181.fa,98.9283
7941,13A_III_BM_out.10.fa,17A_III_BM_out.194.fa,99.5711
7943,13A_III_BM_out.10.fa,AD118III_FD_BM_out.124.fa,98.1485
10227,13A_III_BM_out.101.fa,15A_II_BM_out.131.fa,98.5392
10222,13A_III_BM_out.101.fa,17A_III_BM_out.285.fa,98.7185
10219,13A_III_BM_out.101.fa,2AD48II_FD_BM_out.7.fa,98.7956
10225,13A_III_BM_out.101.fa,2AD57I_FD_BM_out.86.fa,98.6044
10220,13A_III_BM_out.101.fa,2AD61I_FD_BM_out.5.fa,98.7653
10221,13A_III_BM_out.101.fa,6A_II_BM_out.105.fa,98.7431
10218,13A_III_BM_out.101.fa,7A_III_BM_out.87.fa,98.8356
10229,13A_III_BM_out.101.fa,8A_II_BM_out.44.fa,98.4461
10223,13A_III_BM_out.101.fa,AD118III_FD_BM_out.122.fa,98.6736
10224,13A_III_BM_out.101.fa,AD126III_FD_BM_out.17.fa,98.6582
10217,13A_III_BM_out.101.fa,AD132III_FD_BM_out.35.fa,98.9414
