"","AD_MAG_1","AD_MAG_2","JaccardIndex"
"2245341","11A_II_BM_out.5.fa","8A_II_BM_out.124.fa",0.664
"2624201","11A_II_BM_out.5.fa","9A_II_BM_out.40.fa",0.644
"2815625","11A_II_BM_out.5.fa","AD118III_FD_BM_out.60.fa",0.582
"3355999","11A_II_BM_out.5.fa","AD132III_FD_BM_out.50.fa",0.39
"522519","11A_II_BM_out.51.fa","15A_II_BM_out.100.fa",0.532
"1028995","11A_II_BM_out.51.fa","17A_III_BM_out.32.fa",0.526
"2640147","11A_II_BM_out.51.fa","9A_II_BM_out.51.fa",0.518
"478651","11A_II_BM_out.51.fa","13A_III_BM_out.68.fa",0.482
"2345035","11A_II_BM_out.51.fa","8A_II_BM_out.205.fa",0.404
"263300","11A_II_BM_out.52.fa","13A_III_BM_out.117.fa",0.614
"2057900","11A_II_BM_out.52.fa","7A_III_BM_out.18.fa",0.562
"2554406","11A_II_BM_out.52.fa","9A_II_BM_out.175.fa",0.554
"2807644","11A_II_BM_out.52.fa","AD118III_FD_BM_out.56.fa",0.518
"1938260","11A_II_BM_out.52.fa","6A_II_BM_out.99.fa",0.47
"2388904","11A_II_BM_out.52.fa","8A_II_BM_out.3.fa",0.396
"1104769","11A_II_BM_out.53.fa","17A_III_BM_out.99.fa",0.556
"1844543","11A_II_BM_out.53.fa","6A_II_BM_out.24.fa",0.556
"2301169","11A_II_BM_out.53.fa","8A_II_BM_out.173.fa",0.534
"514545","11A_II_BM_out.53.fa","13A_III_BM_out.93.fa",0.53
"638173","11A_II_BM_out.53.fa","15A_II_BM_out.194.fa",0.526
"2370960","11A_II_BM_out.54.fa","8A_II_BM_out.22.fa",0.746
"1880436","11A_II_BM_out.54.fa","6A_II_BM_out.57.fa",0.744
"885430","11A_II_BM_out.54.fa","17A_III_BM_out.177.fa",0.738
"739868","11A_II_BM_out.54.fa","15A_II_BM_out.63.fa",0.73
"3272248","11A_II_BM_out.54.fa","AD132III_FD_BM_out.102.fa",0.716
"376960","11A_II_BM_out.54.fa","13A_III_BM_out.203.fa",0.704
"1976148","11A_II_BM_out.54.fa","7A_III_BM_out.121.fa",0.69
"2636162","11A_II_BM_out.54.fa","9A_II_BM_out.4.fa",0.678
"3698964","11A_II_BM_out.54.fa","AD148III_FD_BM_out.121.fa",0.528
"3577330","11A_II_BM_out.54.fa","AD138III_FD_BM_out.28.fa",0.52
"492613","11A_II_BM_out.57.fa","13A_III_BM_out.77.fa",0.65
"2953209","11A_II_BM_out.57.fa","AD121II_FD_BM_out.60.fa",0.646
"2785713","11A_II_BM_out.57.fa","AD118III_FD_BM_out.38.fa",0.638
"3563373","11A_II_BM_out.57.fa","AD138III_FD_BM_out.19.fa",0.628
"917335","11A_II_BM_out.57.fa","17A_III_BM_out.210.fa",0.566
"3403853","11A_II_BM_out.57.fa","AD132III_FD_BM_out.79.fa",0.556
"1932282","11A_II_BM_out.58.fa","6A_II_BM_out.94.fa",0.624
"2797678","11A_II_BM_out.58.fa","AD118III_FD_BM_out.45.fa",0.618
"2315130","11A_II_BM_out.58.fa","8A_II_BM_out.186.fa",0.608
"2203466","11A_II_BM_out.58.fa","7A_III_BM_out.96.fa",0.606
"257322","11A_II_BM_out.58.fa","13A_III_BM_out.110.fa",0.604
"3744828","11A_II_BM_out.58.fa","AD148III_FD_BM_out.45.fa",0.604
"596302","11A_II_BM_out.58.fa","15A_II_BM_out.151.fa",0.602
"3922294","11A_II_BM_out.58.fa","AD152III_FD_BM_out.63.fa",0.598
"3013030","11A_II_BM_out.58.fa","AD126III_FD_BM_out.108.fa",0.57
"1184532","11A_II_BM_out.58.fa","2AD43II_FD_BM_out.60.fa",0.566
"3393884","11A_II_BM_out.58.fa","AD132III_FD_BM_out.72.fa",0.562
"3144634","11A_II_BM_out.58.fa","AD128I_FD_BM_out.12.fa",0.56
"2506554","11A_II_BM_out.58.fa","9A_II_BM_out.128.fa",0.558
"1023018","11A_II_BM_out.58.fa","17A_III_BM_out.292.fa",0.552
"2895384","11A_II_BM_out.58.fa","AD121II_FD_BM_out.26.fa",0.544
"1433782","11A_II_BM_out.58.fa","2AD57I_FD_BM_out.20.fa",0.54
"1649134","11A_II_BM_out.58.fa","2AD61I_FD_BM_out.76.fa",0.532
"3657101","11A_II_BM_out.6.fa","AD138III_FD_BM_out.88.fa",0.538
"1685035","11A_II_BM_out.6.fa","6A_II_BM_out.101.fa",0.522
"3956194","11A_II_BM_out.60.fa","AD152III_FD_BM_out.90.fa",0.96
"1728896","11A_II_BM_out.60.fa","6A_II_BM_out.12.fa",0.958
"400892","11A_II_BM_out.60.fa","13A_III_BM_out.21.fa",0.942
"3294186","11A_II_BM_out.60.fa","AD132III_FD_BM_out.120.fa",0.942
"670082","11A_II_BM_out.60.fa","15A_II_BM_out.216.fa",0.938
"1176558","11A_II_BM_out.60.fa","2AD43II_FD_BM_out.55.fa",0.934
"2833572","11A_II_BM_out.60.fa","AD118III_FD_BM_out.71.fa",0.926
"2313138","11A_II_BM_out.60.fa","8A_II_BM_out.184.fa",0.924
"3009044","11A_II_BM_out.60.fa","AD126III_FD_BM_out.105.fa",0.918
"941266","11A_II_BM_out.60.fa","17A_III_BM_out.22.fa",0.908
"3694980","11A_II_BM_out.60.fa","AD148III_FD_BM_out.119.fa",0.898
"2081834","11A_II_BM_out.60.fa","7A_III_BM_out.211.fa",0.878
"3571352","11A_II_BM_out.60.fa","AD138III_FD_BM_out.25.fa",0.868
"2486616","11A_II_BM_out.60.fa","9A_II_BM_out.10.fa",0.846
"3150618","11A_II_BM_out.60.fa","AD128I_FD_BM_out.15.fa",0.768
"1591310","11A_II_BM_out.60.fa","2AD61I_FD_BM_out.28.fa",0.672
"1270276","11A_II_BM_out.60.fa","2AD48II_FD_BM_out.43.fa",0.578
"2434773","11A_II_BM_out.61.fa","8A_II_BM_out.68.fa",0.826
"1770771","11A_II_BM_out.61.fa","6A_II_BM_out.161.fa",0.798
"2135673","11A_II_BM_out.61.fa","7A_III_BM_out.43.fa",0.762
"372977","11A_II_BM_out.61.fa","13A_III_BM_out.201.fa",0.748
"2592299","11A_II_BM_out.61.fa","9A_II_BM_out.209.fa",0.728
"648150","11A_II_BM_out.62.fa","15A_II_BM_out.19.fa",0.988
"857520","11A_II_BM_out.62.fa","17A_III_BM_out.160.fa",0.986
"1138674","11A_II_BM_out.62.fa","2AD43II_FD_BM_out.2.fa",0.986
"2061896","11A_II_BM_out.62.fa","7A_III_BM_out.196.fa",0.978
"3924292","11A_II_BM_out.62.fa","AD152III_FD_BM_out.65.fa",0.978
"1663096","11A_II_BM_out.62.fa","2AD61I_FD_BM_out.88.fa",0.974
"1511552","11A_II_BM_out.62.fa","2AD57I_FD_BM_out.78.fa",0.97
"1912346","11A_II_BM_out.62.fa","6A_II_BM_out.83.fa",0.966
"2277248","11A_II_BM_out.62.fa","8A_II_BM_out.149.fa",0.966
"3521504","11A_II_BM_out.62.fa","AD143II_FD_BM_out.7.fa",0.966
"3244338","11A_II_BM_out.62.fa","AD128I_FD_BM_out.7.fa",0.962
"3361984","11A_II_BM_out.62.fa","AD132III_FD_BM_out.53.fa",0.962
"472678","11A_II_BM_out.62.fa","13A_III_BM_out.63.fa",0.96
"3040950","11A_II_BM_out.62.fa","AD126III_FD_BM_out.31.fa",0.956
"2472660","11A_II_BM_out.62.fa","9A_II_BM_out.100.fa",0.954
"2753814","11A_II_BM_out.62.fa","AD118III_FD_BM_out.156.fa",0.95
"3712928","11A_II_BM_out.62.fa","AD148III_FD_BM_out.1.fa",0.932
"3643138","11A_II_BM_out.62.fa","AD138III_FD_BM_out.78.fa",0.904
"1280248","11A_II_BM_out.62.fa","2AD48II_FD_BM_out.52.fa",0.806
"2915328","11A_II_BM_out.62.fa","AD121II_FD_BM_out.38.fa",0.684
"951239","11A_II_BM_out.65.fa","17A_III_BM_out.237.fa",0.48
"676067","11A_II_BM_out.65.fa","15A_II_BM_out.21.fa",0.434
"2153621","11A_II_BM_out.65.fa","7A_III_BM_out.59.fa",0.428
"1702977","11A_II_BM_out.65.fa","6A_II_BM_out.112.fa",0.422
"339081","11A_II_BM_out.65.fa","13A_III_BM_out.172.fa",0.4
"253340","11A_II_BM_out.66.fa","13A_III_BM_out.109.fa",0.842
"2343052","11A_II_BM_out.66.fa","8A_II_BM_out.204.fa",0.818
"2610248","11A_II_BM_out.66.fa","9A_II_BM_out.224.fa",0.816
"2041958","11A_II_BM_out.66.fa","7A_III_BM_out.174.fa",0.774
"1822618","11A_II_BM_out.66.fa","6A_II_BM_out.213.fa",0.686
"3338058","11A_II_BM_out.66.fa","AD132III_FD_BM_out.39.fa",0.668
"1354028","11A_II_BM_out.66.fa","2AD52I_FD_BM_out.28.fa",0.642
"3168568","11A_II_BM_out.66.fa","AD128I_FD_BM_out.25.fa",0.616
"1593308","11A_II_BM_out.66.fa","2AD61I_FD_BM_out.29.fa",0.564
"1328106","11A_II_BM_out.66.fa","2AD48II_FD_BM_out.89.fa",0.404
"1156622","11A_II_BM_out.66.fa","2AD43II_FD_BM_out.40.fa",0.3
"2917324","11A_II_BM_out.66.fa","AD121II_FD_BM_out.39.fa",0.284
"2686021","11A_II_BM_out.67.fa","9A_II_BM_out.88.fa",0.686
"626219","11A_II_BM_out.67.fa","15A_II_BM_out.185.fa",0.672
"1740865","11A_II_BM_out.67.fa","6A_II_BM_out.137.fa",0.672
"1946247","11A_II_BM_out.67.fa","7A_III_BM_out.104.fa",0.672
"277269","11A_II_BM_out.67.fa","13A_III_BM_out.127.fa",0.67
"3395885","11A_II_BM_out.67.fa","AD132III_FD_BM_out.73.fa",0.654
"3567369","11A_II_BM_out.67.fa","AD138III_FD_BM_out.21.fa",0.636
"3074851","11A_II_BM_out.67.fa","AD126III_FD_BM_out.52.fa",0.59
"1465693","11A_II_BM_out.67.fa","2AD57I_FD_BM_out.44.fa",0.526
"2819619","11A_II_BM_out.67.fa","AD118III_FD_BM_out.62.fa",0.422
"2939259","11A_II_BM_out.67.fa","AD121II_FD_BM_out.53.fa",0.392
"3214431","11A_II_BM_out.67.fa","AD128I_FD_BM_out.5.fa",0.392
"2867476","11A_II_BM_out.69.fa","AD118III_FD_BM_out.94.fa",0.82
"1966188","11A_II_BM_out.69.fa","7A_III_BM_out.115.fa",0.808
"1102786","11A_II_BM_out.69.fa","17A_III_BM_out.97.fa",0.804
"1928302","11A_II_BM_out.69.fa","6A_II_BM_out.92.fa",0.794
"751842","11A_II_BM_out.69.fa","15A_II_BM_out.70.fa",0.79
"317150","11A_II_BM_out.69.fa","13A_III_BM_out.159.fa",0.788
"2568376","11A_II_BM_out.69.fa","9A_II_BM_out.186.fa",0.772
"2337072","11A_II_BM_out.69.fa","8A_II_BM_out.200.fa",0.77
"3952212","11A_II_BM_out.69.fa","AD152III_FD_BM_out.89.fa",0.75
"2193511","11A_II_BM_out.7.fa","7A_III_BM_out.8.fa",0.988
"606287","11A_II_BM_out.7.fa","15A_II_BM_out.163.fa",0.976
"367007","11A_II_BM_out.7.fa","13A_III_BM_out.196.fa",0.972
"1052943","11A_II_BM_out.7.fa","17A_III_BM_out.58.fa",0.97
"1162613","11A_II_BM_out.7.fa","2AD43II_FD_BM_out.46.fa",0.966
"1830603","11A_II_BM_out.7.fa","6A_II_BM_out.220.fa",0.964
"1336091","11A_II_BM_out.7.fa","2AD48II_FD_BM_out.94.fa",0.96
"2594305","11A_II_BM_out.7.fa","9A_II_BM_out.20.fa",0.956
"3748831","11A_II_BM_out.7.fa","AD148III_FD_BM_out.48.fa",0.952
"3966177","11A_II_BM_out.7.fa","AD152III_FD_BM_out.95.fa",0.948
"2307169","11A_II_BM_out.7.fa","8A_II_BM_out.178.fa",0.944
"3170571","11A_II_BM_out.7.fa","AD128I_FD_BM_out.26.fa",0.914
"3539461","11A_II_BM_out.7.fa","AD143II_FD_BM_out.97.fa",0.902
"1527515","11A_II_BM_out.7.fa","2AD57I_FD_BM_out.89.fa",0.872
"1607275","11A_II_BM_out.7.fa","2AD61I_FD_BM_out.42.fa",0.752
"2903375","11A_II_BM_out.7.fa","AD121II_FD_BM_out.2.fa",0.636
"1395911","11A_II_BM_out.7.fa","2AD52I_FD_BM_out.9.fa",0.506
"3585318","11A_II_BM_out.70.fa","AD138III_FD_BM_out.34.fa",0.702
"630210","11A_II_BM_out.70.fa","15A_II_BM_out.188.fa",0.684
"289236","11A_II_BM_out.70.fa","13A_III_BM_out.136.fa",0.676
"1021034","11A_II_BM_out.70.fa","17A_III_BM_out.291.fa",0.672
"1435786","11A_II_BM_out.70.fa","2AD57I_FD_BM_out.23.fa",0.672
"3102770","11A_II_BM_out.70.fa","AD126III_FD_BM_out.74.fa",0.672
"3399876","11A_II_BM_out.70.fa","AD132III_FD_BM_out.75.fa",0.67
"1804676","11A_II_BM_out.70.fa","6A_II_BM_out.199.fa",0.644
"1224422","11A_II_BM_out.70.fa","2AD43II_FD_BM_out.98.fa",0.63
"1284242","11A_II_BM_out.70.fa","2AD48II_FD_BM_out.57.fa",0.592
"2257314","11A_II_BM_out.70.fa","8A_II_BM_out.130.fa",0.522
"1992112","11A_II_BM_out.70.fa","7A_III_BM_out.130.fa",0.478
"418847","11A_II_BM_out.71.fa","13A_III_BM_out.231.fa",0.538
"837587","11A_II_BM_out.71.fa","17A_III_BM_out.143.fa",0.524
"2390913","11A_II_BM_out.71.fa","8A_II_BM_out.40.fa",0.454
"1790719","11A_II_BM_out.71.fa","6A_II_BM_out.184.fa",0.436
"662115","11A_II_BM_out.71.fa","15A_II_BM_out.20.fa",0.388
"412866","11A_II_BM_out.73.fa","13A_III_BM_out.227.fa",0.696
"2376956","11A_II_BM_out.73.fa","8A_II_BM_out.26.fa",0.66
"2564392","11A_II_BM_out.73.fa","9A_II_BM_out.183.fa",0.656
"3930282","11A_II_BM_out.73.fa","AD152III_FD_BM_out.69.fa",0.646
"1878456","11A_II_BM_out.73.fa","6A_II_BM_out.56.fa",0.64
"3689008","11A_II_BM_out.73.fa","AD148III_FD_BM_out.114.fa",0.626
"3407854","11A_II_BM_out.73.fa","AD132III_FD_BM_out.82.fa",0.6
"3447734","11A_II_BM_out.73.fa","AD143II_FD_BM_out.25.fa",0.6
"2141664","11A_II_BM_out.73.fa","7A_III_BM_out.49.fa",0.596
"793720","11A_II_BM_out.73.fa","17A_III_BM_out.109.fa",0.594
"1128712","11A_II_BM_out.73.fa","2AD43II_FD_BM_out.22.fa",0.584
"1290226","11A_II_BM_out.73.fa","2AD48II_FD_BM_out.60.fa",0.578
"1453734","11A_II_BM_out.73.fa","2AD57I_FD_BM_out.38.fa",0.572
"3120718","11A_II_BM_out.73.fa","AD126III_FD_BM_out.85.fa",0.566
"3663086","11A_II_BM_out.73.fa","AD138III_FD_BM_out.95.fa",0.564
"1551440","11A_II_BM_out.73.fa","2AD61I_FD_BM_out.10.fa",0.558
"2743852","11A_II_BM_out.73.fa","AD118III_FD_BM_out.145.fa",0.544
"3172562","11A_II_BM_out.73.fa","AD128I_FD_BM_out.28.fa",0.374
"2630195","11A_II_BM_out.74.fa","9A_II_BM_out.46.fa",0.444
"556435","11A_II_BM_out.74.fa","15A_II_BM_out.122.fa",0.438
"1222431","11A_II_BM_out.74.fa","2AD43II_FD_BM_out.95.fa",0.43
"2715937","11A_II_BM_out.74.fa","AD118III_FD_BM_out.123.fa",0.424
"3048935","11A_II_BM_out.74.fa","AD126III_FD_BM_out.37.fa",0.424
"1078863","11A_II_BM_out.74.fa","17A_III_BM_out.82.fa",0.422
"1535489","11A_II_BM_out.74.fa","2AD57I_FD_BM_out.95.fa",0.42
"1820631","11A_II_BM_out.74.fa","6A_II_BM_out.212.fa",0.412
"2885427","11A_II_BM_out.74.fa","AD121II_FD_BM_out.1.fa",0.408
"3766775","11A_II_BM_out.74.fa","AD148III_FD_BM_out.66.fa",0.402
"1302191","11A_II_BM_out.74.fa","2AD48II_FD_BM_out.66.fa",0.4
"3188515","11A_II_BM_out.74.fa","AD128I_FD_BM_out.3.fa",0.392
"1389927","11A_II_BM_out.74.fa","2AD52I_FD_BM_out.55.fa",0.388
"325131","11A_II_BM_out.74.fa","13A_III_BM_out.163.fa",0.386
"1627213","11A_II_BM_out.74.fa","2AD61I_FD_BM_out.54.fa",0.384
"3469669","11A_II_BM_out.74.fa","AD143II_FD_BM_out.3.fa",0.378
"3308155","11A_II_BM_out.74.fa","AD132III_FD_BM_out.13.fa",0.37
"3565381","11A_II_BM_out.74.fa","AD138III_FD_BM_out.1.fa",0.37
"2105773","11A_II_BM_out.74.fa","7A_III_BM_out.237.fa",0.368
"2297197","11A_II_BM_out.74.fa","8A_II_BM_out.16.fa",0.362
"2907362","11A_II_BM_out.76.fa","AD121II_FD_BM_out.32.fa",0.772
"3599280","11A_II_BM_out.76.fa","AD138III_FD_BM_out.47.fa",0.766
"3138666","11A_II_BM_out.76.fa","AD126III_FD_BM_out.99.fa",0.76
"3230390","11A_II_BM_out.76.fa","AD128I_FD_BM_out.71.fa",0.754
"3429790","11A_II_BM_out.76.fa","AD132III_FD_BM_out.98.fa",0.752
"1360018","11A_II_BM_out.76.fa","2AD52I_FD_BM_out.30.fa",0.744
"1826614","11A_II_BM_out.76.fa","6A_II_BM_out.218.fa",0.744
"1340078","11A_II_BM_out.76.fa","2AD48II_FD_BM_out.9.fa",0.742
"773782","11A_II_BM_out.76.fa","15A_II_BM_out.93.fa",0.74
"2656118","11A_II_BM_out.76.fa","9A_II_BM_out.66.fa",0.738
"849554","11A_II_BM_out.76.fa","17A_III_BM_out.155.fa",0.734
"2055924","11A_II_BM_out.76.fa","7A_III_BM_out.187.fa",0.734
"2839566","11A_II_BM_out.76.fa","AD118III_FD_BM_out.76.fa",0.734
"285252","11A_II_BM_out.76.fa","13A_III_BM_out.134.fa",0.73
"1166600","11A_II_BM_out.76.fa","2AD43II_FD_BM_out.49.fa",0.726
"3808650","11A_II_BM_out.76.fa","AD148III_FD_BM_out.98.fa",0.72
"3826596","11A_II_BM_out.76.fa","AD152III_FD_BM_out.111.fa",0.72
"2454724","11A_II_BM_out.76.fa","8A_II_BM_out.81.fa",0.714
"1549448","11A_II_BM_out.76.fa","2AD61I_FD_BM_out.108.fa",0.712
"1495610","11A_II_BM_out.76.fa","2AD57I_FD_BM_out.69.fa",0.698
"3533478","11A_II_BM_out.76.fa","AD143II_FD_BM_out.91.fa",0.678
"2045961","11A_II_BM_out.8.fa","7A_III_BM_out.176.fa",0.722
"355049","11A_II_BM_out.8.fa","13A_III_BM_out.187.fa",0.698
"1800699","11A_II_BM_out.8.fa","6A_II_BM_out.196.fa",0.678
"2590323","11A_II_BM_out.8.fa","9A_II_BM_out.208.fa",0.67
"783759","11A_II_BM_out.8.fa","17A_III_BM_out.102.fa",0.628
"729921","11A_II_BM_out.8.fa","15A_II_BM_out.51.fa",0.604
"2295211","11A_II_BM_out.8.fa","8A_II_BM_out.168.fa",0.598
"1246367","11A_II_BM_out.8.fa","2AD48II_FD_BM_out.27.fa",0.416
"3445749","11A_II_BM_out.8.fa","AD143II_FD_BM_out.21.fa",0.384
"3788717","11A_II_BM_out.8.fa","AD148III_FD_BM_out.84.fa",0.356
"1160625","11A_II_BM_out.8.fa","2AD43II_FD_BM_out.45.fa",0.286
"2642162","11A_II_BM_out.80.fa","9A_II_BM_out.54.fa",0.68
"566408","11A_II_BM_out.80.fa","15A_II_BM_out.127.fa",0.65
"1252344","11A_II_BM_out.80.fa","2AD48II_FD_BM_out.30.fa",0.642
"1098806","11A_II_BM_out.80.fa","17A_III_BM_out.95.fa",0.632
"1874472","11A_II_BM_out.80.fa","6A_II_BM_out.50.fa",0.63
"2368984","11A_II_BM_out.80.fa","8A_II_BM_out.223.fa",0.63
"406888","11A_II_BM_out.80.fa","13A_III_BM_out.223.fa",0.626
"3752820","11A_II_BM_out.80.fa","AD148III_FD_BM_out.54.fa",0.62
"2024022","11A_II_BM_out.80.fa","7A_III_BM_out.158.fa",0.618
"3485624","11A_II_BM_out.80.fa","AD143II_FD_BM_out.51.fa",0.61
"1507576","11A_II_BM_out.80.fa","2AD57I_FD_BM_out.75.fa",0.594
"3360002","11A_II_BM_out.80.fa","AD132III_FD_BM_out.52.fa",0.592
"1639180","11A_II_BM_out.80.fa","2AD61I_FD_BM_out.64.fa",0.59
"3874454","11A_II_BM_out.80.fa","AD152III_FD_BM_out.1.fa",0.586
"3056914","11A_II_BM_out.80.fa","AD126III_FD_BM_out.40.fa",0.582
"3186524","11A_II_BM_out.80.fa","AD128I_FD_BM_out.39.fa",0.582
"1214458","11A_II_BM_out.80.fa","2AD43II_FD_BM_out.85.fa",0.578
"2929298","11A_II_BM_out.80.fa","AD121II_FD_BM_out.45.fa",0.572
"2723916","11A_II_BM_out.80.fa","AD118III_FD_BM_out.133.fa",0.556
"825629","11A_II_BM_out.82.fa","17A_III_BM_out.137.fa",0.536
"494625","11A_II_BM_out.82.fa","13A_III_BM_out.78.fa",0.508
"580367","11A_II_BM_out.82.fa","15A_II_BM_out.141.fa",0.486
"2731893","11A_II_BM_out.82.fa","AD118III_FD_BM_out.138.fa",0.482
"1513559","11A_II_BM_out.82.fa","2AD57I_FD_BM_out.79.fa",0.468
"2690019","11A_II_BM_out.82.fa","9A_II_BM_out.8.fa",0.464
"1862509","11A_II_BM_out.82.fa","6A_II_BM_out.3.fa",0.46
"1980155","11A_II_BM_out.82.fa","7A_III_BM_out.124.fa",0.426
"2905371","11A_II_BM_out.82.fa","AD121II_FD_BM_out.31.fa",0.408
"3148639","11A_II_BM_out.82.fa","AD128I_FD_BM_out.14.fa",0.37
"1274279","11A_II_BM_out.82.fa","2AD48II_FD_BM_out.49.fa",0.336
"3647140","11A_II_BM_out.83.fa","AD138III_FD_BM_out.7.fa",0.774
"2701984","11A_II_BM_out.83.fa","AD118III_FD_BM_out.109.fa",0.762
"3936270","11A_II_BM_out.83.fa","AD152III_FD_BM_out.78.fa",0.756
"1792720","11A_II_BM_out.83.fa","6A_II_BM_out.188.fa",0.75
"524536","11A_II_BM_out.83.fa","15A_II_BM_out.101.fa",0.746
"2458716","11A_II_BM_out.83.fa","8A_II_BM_out.85.fa",0.742
"1150652","11A_II_BM_out.83.fa","2AD43II_FD_BM_out.36.fa",0.736
"1455734","11A_II_BM_out.83.fa","2AD57I_FD_BM_out.39.fa",0.734
"2959210","11A_II_BM_out.83.fa","AD121II_FD_BM_out.66.fa",0.732
"2582344","11A_II_BM_out.83.fa","9A_II_BM_out.202.fa",0.728
"3282238","11A_II_BM_out.83.fa","AD132III_FD_BM_out.111.fa",0.728
"3677050","11A_II_BM_out.83.fa","AD148III_FD_BM_out.108.fa",0.726
"3509554","11A_II_BM_out.83.fa","AD143II_FD_BM_out.73.fa",0.724
"811672","11A_II_BM_out.83.fa","17A_III_BM_out.128.fa",0.718
"2008072","11A_II_BM_out.83.fa","7A_III_BM_out.142.fa",0.714
"3042958","11A_II_BM_out.83.fa","AD126III_FD_BM_out.33.fa",0.712
"291238","11A_II_BM_out.83.fa","13A_III_BM_out.138.fa",0.71
"1332106","11A_II_BM_out.83.fa","2AD48II_FD_BM_out.92.fa",0.71
"3220424","11A_II_BM_out.83.fa","AD128I_FD_BM_out.65.fa",0.71
"1543470","11A_II_BM_out.83.fa","2AD61I_FD_BM_out.101.fa",0.69
"1344071","11A_II_BM_out.84.fa","2AD52I_FD_BM_out.14.fa",0.642
"3423813","11A_II_BM_out.84.fa","AD132III_FD_BM_out.95.fa",0.63
"785751","11A_II_BM_out.84.fa","17A_III_BM_out.105.fa",0.564
"1712961","11A_II_BM_out.84.fa","6A_II_BM_out.118.fa",0.552
"1964205","11A_II_BM_out.84.fa","7A_III_BM_out.114.fa",0.532
"3882433","11A_II_BM_out.84.fa","AD152III_FD_BM_out.23.fa",0.486
"432813","11A_II_BM_out.84.fa","13A_III_BM_out.2.fa",0.46
"586352","11A_II_BM_out.88.fa","15A_II_BM_out.146.fa",0.842
"1232408","11A_II_BM_out.88.fa","2AD48II_FD_BM_out.14.fa",0.82
"1060924","11A_II_BM_out.88.fa","17A_III_BM_out.63.fa",0.814
"434808","11A_II_BM_out.88.fa","13A_III_BM_out.34.fa",0.81
"2508568","11A_II_BM_out.88.fa","9A_II_BM_out.129.fa",0.804
"3425808","11A_II_BM_out.88.fa","AD132III_FD_BM_out.96.fa",0.802
"2452736","11A_II_BM_out.88.fa","8A_II_BM_out.77.fa",0.798
"1896410","11A_II_BM_out.88.fa","6A_II_BM_out.70.fa",0.788
"3541460","11A_II_BM_out.88.fa","AD143II_FD_BM_out.9.fa",0.776
"3974158","11A_II_BM_out.88.fa","AD152III_FD_BM_out.9.fa",0.766
"2006080","11A_II_BM_out.88.fa","7A_III_BM_out.141.fa",0.756
"3784728","11A_II_BM_out.88.fa","AD148III_FD_BM_out.80.fa",0.744
"1120744","11A_II_BM_out.88.fa","2AD43II_FD_BM_out.19.fa",0.736
"3098792","11A_II_BM_out.88.fa","AD126III_FD_BM_out.71.fa",0.722
"3234384","11A_II_BM_out.88.fa","AD128I_FD_BM_out.73.fa",0.646
"2803680","11A_II_BM_out.88.fa","AD118III_FD_BM_out.51.fa",0.632
"1641178","11A_II_BM_out.88.fa","2AD61I_FD_BM_out.65.fa",0.522
"396924","11A_II_BM_out.91.fa","13A_III_BM_out.214.fa",0.698
"895424","11A_II_BM_out.91.fa","17A_III_BM_out.191.fa",0.66
"363027","11A_II_BM_out.92.fa","13A_III_BM_out.192.fa",0.862
"528529","11A_II_BM_out.92.fa","15A_II_BM_out.103.fa",0.846
"1044975","11A_II_BM_out.92.fa","17A_III_BM_out.4.fa",0.842
"2811659","11A_II_BM_out.92.fa","AD118III_FD_BM_out.58.fa",0.798
"2678061","11A_II_BM_out.92.fa","9A_II_BM_out.81.fa",0.756
"2299201","11A_II_BM_out.92.fa","8A_II_BM_out.170.fa",0.752
"1814659","11A_II_BM_out.92.fa","6A_II_BM_out.207.fa",0.626
"2199501","11A_II_BM_out.92.fa","7A_III_BM_out.93.fa",0.512
"2672080","11A_II_BM_out.93.fa","9A_II_BM_out.78.fa",0.926
"1752846","11A_II_BM_out.93.fa","6A_II_BM_out.144.fa",0.916
"452758","11A_II_BM_out.93.fa","13A_III_BM_out.47.fa",0.896
"2123730","11A_II_BM_out.93.fa","7A_III_BM_out.36.fa",0.88
"584362","11A_II_BM_out.93.fa","15A_II_BM_out.144.fa",0.878
"1011078","11A_II_BM_out.93.fa","17A_III_BM_out.283.fa",0.878
"2237388","11A_II_BM_out.93.fa","8A_II_BM_out.120.fa",0.87
"3834582","11A_II_BM_out.93.fa","AD152III_FD_BM_out.118.fa",0.83
"3459710","11A_II_BM_out.93.fa","AD143II_FD_BM_out.35.fa",0.466
"2586339","11A_II_BM_out.98.fa","9A_II_BM_out.205.fa",0.874
"2769787","11A_II_BM_out.98.fa","AD118III_FD_BM_out.22.fa",0.868
"1003103","11A_II_BM_out.98.fa","17A_III_BM_out.276.fa",0.846
"1409879","11A_II_BM_out.98.fa","2AD57I_FD_BM_out.107.fa",0.84
"3710955","11A_II_BM_out.98.fa","AD148III_FD_BM_out.19.fa",0.84
"694033","11A_II_BM_out.98.fa","15A_II_BM_out.234.fa",0.828
"1116761","11A_II_BM_out.98.fa","2AD43II_FD_BM_out.10.fa",0.824
"359041","11A_II_BM_out.98.fa","13A_III_BM_out.189.fa",0.822
"3473669","11A_II_BM_out.98.fa","AD143II_FD_BM_out.44.fa",0.818
"3268287","11A_II_BM_out.98.fa","AD128I_FD_BM_out.95.fa",0.806
"2335095","11A_II_BM_out.98.fa","8A_II_BM_out.1.fa",0.798
"1850553","11A_II_BM_out.98.fa","6A_II_BM_out.27.fa",0.794
"3019037","11A_II_BM_out.98.fa","AD126III_FD_BM_out.13.fa",0.794
